Channelid,subscribercount,totalviews,channelname,title,uploader,channelurl,shortdescription
UCO8fICQONqMt-56gKQ3LJ5A,26000.0,,AJ EDITZ 0001,AJ EDITZ 0001,AJ EDITZ 0001,https://www.youtube.com/channel/UCO8fICQONqMt-56gKQ3LJ5A,Hey ! Guys welcome to my YouTube channel Thanks for watching
UCldh8sIXix_gOy8YgrZq0MA,2400000.0,,Bhar Vinanu Bhantar,Bhar Vinanu Bhantar,Bhar Vinanu Bhantar,https://www.youtube.com/channel/UCldh8sIXix_gOy8YgrZq0MA,'Bhar Vinanu Bhantar' is a knowledge-based and engaging digital learning platform for kids. We create content in a very creative yet interactive way for kids to help them broaden their knowledge through our videos. From English alphabets to
UCGVUmBH_tLBbNX7SBg6LFDw,20000.0,,GB STUDIO KANIJ,GB STUDIO KANIJ ,GB STUDIO KANIJ,https://www.youtube.com/channel/UCGVUmBH_tLBbNX7SBg6LFDw,Gujarat video channel By Director - Editor Galabsinh YouTube Channel Head Galabsinh Zala- 9737725521 મારુ ટેલેન્ટ સો ગુજરાત માં આપનું હાર્દિક સ્વાગત છે તમારા માં રહેલી કળા ને બહાર લાવવાનો સુનેરો મોકો. ગુજરાતી આલ્બમ સોંગ માટે ઓડીશન.આ ઓડીશન ર
UCD_7VtO4da3U50jbf7anOgQ,2110000.0,,kids gujarati songs & Fun,kids gujarati songs & Fun,kids gujarati songs & Fun,https://www.youtube.com/channel/UCD_7VtO4da3U50jbf7anOgQ,"Welcome to our official channel ""kids Gujarati Songs & Fun"" our basic goal for children is to give good songs with fun & learn. learning is most effective when done in a fun way. our colourful animations songs with good lyrics,good music, i"
UCRZgGhthp1N_zwo8IF33bGQ,16900.0,,DEVEN,DEVEN,DEVEN,https://www.youtube.com/channel/UCRZgGhthp1N_zwo8IF33bGQ,
UC-V9yYzQi0gSIa0KY_l-6-g,2210.0,,KISHANI VLOGS,KISHANI VLOGS,KISHANI VLOGS,https://www.youtube.com/channel/UC-V9yYzQi0gSIa0KY_l-6-g,Welcome to KISHANI VLOGS - Its Travel Channel founded by Kirit Kumar. We'll take you on a journey through some of the most beautiful Hotels & Resorts & also discovering an exotic location all over the world. KISHANI VLOGS is the travel vide
UCeE7AXZpRAFbLH9PJ4SPV9Q,581.0,,Cafe De Cinema Entertainment,Cafe De Cinema Entertainment,Cafe De Cinema Entertainment,https://www.youtube.com/channel/UCeE7AXZpRAFbLH9PJ4SPV9Q,
UCs2bBWNSnjTf6HD8QdVHXcA,30500.0,,Soul Sutra,Soul Sutra ,Soul Sutra,https://www.youtube.com/channel/UCs2bBWNSnjTf6HD8QdVHXcA,"Soul Sutra Productions Soul Sutra Studios has produced films like #golkeri, #kutchexpress, #jhamkudi & #shubhchintak #golkeri: A Heartwarming Tale of Laughter and Love #kutchexpress: A Cinematic Journey Through the Mystical Kutch #jhamkudi:"
UClB3bjTp5CFwUaerwbptyeA,54500.0,,KiddyWood,KiddyWood,KiddyWood,https://www.youtube.com/channel/UClB3bjTp5CFwUaerwbptyeA,"""Welcome to Your Art, where creativity knows no bounds! 🎨 Join us on a journey through the mesmerizing world of Art & Craft, Drawing, and Clay Craft. Unleash your inner artist with our step-by-step tutorials, inspiring DIY projects, and exp"
UCn-rnUQdFdU5xmJ2BInm8IA,883.0,,Vinod Joshi,Vinod Joshi,Vinod Joshi,https://www.youtube.com/channel/UCn-rnUQdFdU5xmJ2BInm8IA,
UCs7on9W7SIbyO4f-Pb7lgbg,2010000.0,,APPUSERIES,APPUSERIES,APPUSERIES,https://www.youtube.com/channel/UCs7on9W7SIbyO4f-Pb7lgbg,"Welcome to the APPU SERIES home on YouTube. This is a one stop channel for kids and their parents who want to enjoy a wide range of animated and live action videos. Your child however has multiple options to learn stories, nursery rhymes, a"
UC64tB97n5xZdqs4qAyTCnpw,15300000.0,,Tappu Parmar Sevasi,Tappu Parmar Sevasi,Tappu Parmar Sevasi,https://www.youtube.com/channel/UC64tB97n5xZdqs4qAyTCnpw,મારા વિશે: મારું નામ મહાવીર સિંહ પરમાર છે મને વીડિયો બનાવવાનો શોખ છે હું સેવાસી વડોદરામાં રહું છું. મને અનન્ય વિડિઓ બનાવવાનું અને શ્રેષ્ઠ મનોરંજનમાં તમારું મનોરંજન કરવાનું પસંદ છે. આ મારી નવી Vlogging ચેનલ છે. જો તમે ખરેખર મારી ચેનલને વધવા 
UCuApthqdOgkpbupNQmbmo1g,8080.0,,super knowledge,super knowledge,super knowledge,https://www.youtube.com/channel/UCuApthqdOgkpbupNQmbmo1g,Keep Supporting ❤️ DM ME😎PROMOTION🤑 INSTAGRAM DM ME...
UCsSNxQ043QjS-jRSdBecSaw,57200.0,,RAHUL NAVAPARA FAMILY,RAHUL NAVAPARA FAMILY,RAHUL NAVAPARA FAMILY,https://www.youtube.com/channel/UCsSNxQ043QjS-jRSdBecSaw,|હર હર મહાદેવ| તમે અહીંયા સુધી આવ્યા છો મને એવી આશા છે કે હું તમને ફુલ એન્ટરટેઇમેન્ટ કરી રહ્યો છું અને આગળ પણ આવી જ રીતે એન્ટરટેનમેન્ટ કરતો રહીશ બસ તમારો પ્રેમ જ મને અહીંયા સુધી લાવ્યા છે. Comedy+તમારો પ્રેમ= Rahul Navapara Famliy હું તમારો
UCOAlYuVNQAFMlqNthLfHIhg,887000.0,,Gujju Dayaben,Gujju Dayaben,Gujju Dayaben,https://www.youtube.com/channel/UCOAlYuVNQAFMlqNthLfHIhg,Mo.8160055390.9726511988 Rahul Dabhi Hello Friends Welcome to my channel Gujju Daya Dosto me Youtube me entertainment video or comedy video Banati hu To aap logo ko hamara video pasand aaye to like ＬＩＫＥ + ＳＨＡＲＥ + ＣＯＭＭＥＮＴ + ＳＵＢＳＣＲＩＢＥ.....Tha
UC11y_cOiyPGxCVGWGgdjwwQ,2190.0,,love is lyf,love is lyf,love is lyf,https://www.youtube.com/channel/UC11y_cOiyPGxCVGWGgdjwwQ,
UCEFl6Pw9_ggCBts--FlZXdw,27800.0,,Crazy Gujarati,Crazy Gujarati,Crazy Gujarati,https://www.youtube.com/channel/UCEFl6Pw9_ggCBts--FlZXdw,Owner : Jatin Prajapati
UCmY4iMGgEa49b7-NH94p1BQ,170000.0,,Cyrus Says,Cyrus Says,Cyrus Says,https://www.youtube.com/channel/UCmY4iMGgEa49b7-NH94p1BQ,"Broadcasting through the week with a rotating panel of guests, Cyrus Says is the definitive show on life in urban India, politics, sports, civic sense, traffic, kids, food, and everything that matters. Mostly."
UCQ06kVhOjpHlvEMiuXGqj9w,2670.0,,Swadeshi Roots,Swadeshi Roots,Swadeshi Roots,https://www.youtube.com/channel/UCQ06kVhOjpHlvEMiuXGqj9w,"Our channel is focused on creating engaging and educational videos for kids with the aim of teaching them Gujarati and Hindi. These videos are designed to make learning these languages fun and accessible, helping kids to develop their langu"
UCVjMxICVQKyXSvOB3bzupwQ,642.0,,KIRAT ANTANI,KIRAT ANTANI,KIRAT ANTANI,https://www.youtube.com/channel/UCVjMxICVQKyXSvOB3bzupwQ,
UCwrPIIBrrnlNErxpmJNYzqw,693.0,,No Exit,No Exit,No Exit,https://www.youtube.com/channel/UCwrPIIBrrnlNErxpmJNYzqw,
UC1NF71EwP41VdjAU1iXdLkw,28700000.0,,Narendra Modi,Narendra Modi,Narendra Modi,https://www.youtube.com/channel/UC1NF71EwP41VdjAU1iXdLkw,"Official YouTube channel of Shri Narendra Modi, Prime Minister of India."
UC4OFShsKtMcJdusAObaSmnA,376000.0,,Heena Gehani,Heena Gehani,Heena Gehani,https://www.youtube.com/channel/UC4OFShsKtMcJdusAObaSmnA,"Namaste 🙏 I’m Heena Gehani I create tutorials on draping saree in many ways and I also provide tips and hacks for your everyday saree needs. If my tips help you in any way and you enjoy my videos do like and subscribe. Draped in heritage,ad"
UC5jAjuafUjuqOhcpdvC_bBg,565000.0,,Bhakti-Kirtan Sangrah,Bhakti-Kirtan Sangrah,Bhakti-Kirtan Sangrah,https://www.youtube.com/channel/UC5jAjuafUjuqOhcpdvC_bBg,"રાધે રાધે, જય શ્રી કૃષ્ણ મિત્રો 🙏 તો મિત્રો સ્વાગત છે આપનું આપણી ચેનલ ભક્તિ-કીર્તન સંગ્રહમાં. મિત્રો આપ લોકોને અમારી ચેનલમાં ભક્તિના તમામ વિડીયો મળશે અને આ ઉપરાંત વર્ષમાં આવતી એકાદશી, વાર - તહેવારોની ધાર્મિક વાર્તા, વ્રતકથાઓ, પૂજાવિધિ તેમજ "
UCk1ekecZ8Wt939wrdxwEjuA,1340000.0,,Be YouNick Shorts,Be YouNick Shorts,Be YouNick Shorts,https://www.youtube.com/channel/UCk1ekecZ8Wt939wrdxwEjuA,
UCHMex-a_6cWKyER5R64ri_w,17400.0,,@gujrati status 1225,@gujrati status 1225,@gujrati status 1225,https://www.youtube.com/channel/UCHMex-a_6cWKyER5R64ri_w,Hii Friends My Name Is Ankit Thakor Welcome To My Youtube Channel. *Topics:-* TILL THEN DONT FORGET TO LIKE THIS VIDEO & DO TURN ON BELL NOTIFICATION * *_ Don't Forget Like Share Subscribe. *gujrati status video* *gujrati status full video*
UCPimTqwbncE1zTQiQQ52DPw,502000.0,,A ONE GUJARATI,A ONE GUJARATI,A ONE GUJARATI,https://www.youtube.com/channel/UCPimTqwbncE1zTQiQQ52DPw,"Hello friends Wellcome to A ONE GUJARATI YouTube channel, -In A ONE GUJARATI channel you can see Gujarati history and informative video so please do like,share and SUBSCRIBE for seeing extra intresting and informative video..."
UCyx9D8ciIQ2iH6Cjo2ts2Jw,1670.0,,Thamna Education Institute,Thamna Education Institute,Thamna Education Institute,https://www.youtube.com/channel/UCyx9D8ciIQ2iH6Cjo2ts2Jw,
UCIunIy--3E_IQpOvnZgj2qQ,3950.0,,AmericaMaGujarati,AmericaMaGujarati,AmericaMaGujarati,https://www.youtube.com/channel/UCIunIy--3E_IQpOvnZgj2qQ,માત્ર ગુજરાતીઓ અનુસરી શકે છે.
UC0FoBz3diTrHhDLXg9hf8AQ,364.0,,SALIM SOMANI,SALIM SOMANI,SALIM SOMANI,https://www.youtube.com/channel/UC0FoBz3diTrHhDLXg9hf8AQ,Here you can find the stuff which is majestically motivational and stunningly inspirational!
UC5jBP5MyDDC47s66-zXWeDw,2530.0,,Gujarati Lexicon,Gujarati Lexicon,Gujarati Lexicon,https://www.youtube.com/channel/UC5jBP5MyDDC47s66-zXWeDw,ગુજરાતી ભાષાની સૌથી મોટી વેબસાઈટ
UC-6NDKmUh9S5wGvygGDaduQ,40.0,,गामडे का देसी जुगाड जय जौहर13,गामडे का देसी जुगाड जय जौहर13,गामडे का देसी जुगाड जय जौहर13,https://www.youtube.com/channel/UC-6NDKmUh9S5wGvygGDaduQ,जय जोहार भाइयों सब्सक्राइब करे और सपोर्ट करे गांव के vlog ओर मजेदार कॉमेडी के लिए हमारे साथ जुड़े रहे 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
UCvEa74vqw9aBJYhgpgEb0Mg,90.0,,Shirish Shah,Shirish Shah,Shirish Shah,https://www.youtube.com/channel/UCvEa74vqw9aBJYhgpgEb0Mg,This channel Is Regarding 11th And 12th Accountancy Lectures and Statistics & Business Administration 😎😎
UCn_tjiaI1vAbhWg16XOyTaw,35500.0,,Bavishyu Digital Studio,Bavishyu Digital Studio,Bavishyu Digital Studio,https://www.youtube.com/channel/UCn_tjiaI1vAbhWg16XOyTaw,Suresh Mori... Ram Bhai Mori
UCHhjNH3FjGkPIowkvSrKqmQ,70700.0,,ST Gujarati,ST Gujarati,ST Gujarati,https://www.youtube.com/channel/UCHhjNH3FjGkPIowkvSrKqmQ,"This is an Official Video Channel of ST Gujarati. Please Do Like, Share And Subscribe. Contact Mail :- support@stdigital.in ThankYou"
UCOzFnFEAGXZbzpWnsC_PIcw,5340.0,,Kin Bathija,Kin Bathija,Kin Bathija,https://www.youtube.com/channel/UCOzFnFEAGXZbzpWnsC_PIcw,"Hi I am Kin Bathija. Welcome to my YouTube Channel. I am a Mumbai based Costume Designer and a Celebrity Stylist. A creative force and mastermind behind many Movies, Web Series & TV commercials. My approach to style is a mix of fashion and "
UCT06WRSf2ZWbQN8R_M1ye3g,20800.0,,APPUSERIESGUJARATI,APPUSERIESGUJARATI,APPUSERIESGUJARATI,https://www.youtube.com/channel/UCT06WRSf2ZWbQN8R_M1ye3g,Gujarati Nursery Rhymes and Gujarati Children Rhymes! Check our range of Gujarati Nursery Rhymes and Gujarati Balgeet Collection. Browse and teach your kids some of the most popular Gujarati rhymes.
UC9KbRRP5_XjwuLRr9jjiD9g,4490.0,,Maa khodal digital kapadavnj,Maa khodal digital kapadavnj,Maa khodal digital kapadavnj,https://www.youtube.com/channel/UC9KbRRP5_XjwuLRr9jjiD9g,Bhavesh Thakur officer
UCoq4cyttGVBzqB5oDtSQsBA,175000.0,,Raihana’s Cuisines,Raihana’s Cuisines,Raihana’s Cuisines,https://www.youtube.com/channel/UCoq4cyttGVBzqB5oDtSQsBA,Hello everyone I am Raihana thank you so much for stopping by my channel! I have over 800 recipes of international cuisines with uploads just about every week. Let's get together and explore cuisines from around the world! Be sure to SUBSCR
UCcmYmr96fmCrV3bjEkjrKYA,6260000.0,,Soor Mandir,Soor Mandir,Soor Mandir,https://www.youtube.com/channel/UCcmYmr96fmCrV3bjEkjrKYA,"THE DESTINATION OF MUSIC... Gujarati conventional & contemporary music's have their own identities & Soor Mandir plays an important role in providing soothing music from last three decades. In the gujarati music field, Soor Mandir’s contemp"
UCfssigjeo8qZm0Mo_exLVeA,59700.0,,KP & UD Motion Pictures,KP & UD Motion Pictures,KP & UD Motion Pictures,https://www.youtube.com/channel/UCfssigjeo8qZm0Mo_exLVeA,
UCwtWquATm8bojZ8X4sBYW7Q,256000.0,,Big Box Series,Big Box Series,Big Box Series,https://www.youtube.com/channel/UCwtWquATm8bojZ8X4sBYW7Q,"Big Box Series Pvt Ltd, a production house owned by renowned director Krishnadev Yagnik. The Big Box Series has produced a series of successful movies and is now entering into upcoming segments like OTT platform by introducing its first Guj"
UCODHYAKT17vjOEAMqba0pwQ,91700.0,,HUKEYKARAN,HUKEYKARAN,HUKEYKARAN,https://www.youtube.com/channel/UCODHYAKT17vjOEAMqba0pwQ,STRAIGHT OUTTA SURAT Hukey!! Kaa thi ??? Surat thi … INSTA: @hukeykaran
UCAZjnEyb3cgKtHJhBTAtu7w,58200.0,,Bappa Classes,Bappa Classes,Bappa Classes,https://www.youtube.com/channel/UCAZjnEyb3cgKtHJhBTAtu7w,"Jay Shree Krishna, Friends Welcome to @Bappaclasses In This YouTube Channel You will Get Latest Updates of Every Video Related to Career Like UPSC, State PSC Exams, Government Jobs- IAS/IPS, Medical, Paramedical, Vocational Courses CA/CS/CM"
UCoZnZDdFb6j6oWHTPJCKvGA,1030000.0,,Jadav Gadhvi - Lok Sahitya,Jadav Gadhvi - Lok Sahitya,Jadav Gadhvi - Lok Sahitya,https://www.youtube.com/channel/UCoZnZDdFb6j6oWHTPJCKvGA,"ગુજરાતી લોકસાહિત્ય, ભજન, ઈશરદાન ગઢવીના ડાયરાઓ અને સાહિત્યની દરરોજ મોજ માણવા માટે અમારી ચેનલ Jadav Gadhvi ને Subscribe 🔔 કરો 🚩🚩🙏🙏 ________________________________ આ ચેનલ પર આપને દરરોજ Ishardan Gadhvi, Bhikhudan Gadhvi, Rajbha Gadhvi, Devayat"
UChIQNXvyCBtY0XJuRrwNIWw,1590.0,,VideO - Broadcasting,VideO - Broadcasting  ,VideO - Broadcasting,https://www.youtube.com/channel/UChIQNXvyCBtY0XJuRrwNIWw,"Thank you for contacting us! We provide a full range of professional services for events and broadcasts, including: 📺 LED Wall Rental for any event. 💡 Event Lighting & Truss light 🎥 Broadcast Services – Live streaming for YouTube, Facebook,"
UCRk9-7lj3ZLRmnUwO_7Lf6A,747000.0,,Studio Rhythm,Studio Rhythm,Studio Rhythm,https://www.youtube.com/channel/UCRk9-7lj3ZLRmnUwO_7Lf6A,"STUDIO RHYTHM is one of the most reputed, oldest , and well known company publishing religious albums like, Aarti, Garba, Bhajan, Lok Geet, Falk Songs, Lagna Geet (Marriage Songs), Darya - Lok Sahitya for the people around the world Subscri"
UCDrajPsGXtEUthlRxDceoyA,72100.0,,Educational Guruji,Educational Guruji,Educational Guruji,https://www.youtube.com/channel/UCDrajPsGXtEUthlRxDceoyA,+91 79841 91986 Join WhatsApp Best education chanal 🎯તમને અહીં સચોટ અને સમયસર માહિતી મળશે well come to my chanal 🙏નમસ્કાર🙏 મિત્રો તમારુ સ્વાગત છે અમારી યુટ્યુબ ચેનલ Educational Guruji મા અમારી ચેનલ મા તમને 👉શૈક્ષણિક માહિતી{તમામ} 👉એકમ કસોટી 
UCmI4UJMN9LLXW0TkzLLb-vQ,253000.0,,All India dance,All India dance,All India dance,https://www.youtube.com/channel/UCmI4UJMN9LLXW0TkzLLb-vQ,हैलो दोस्तों हमारे यूट्यूब चेनल में डांस 🕺ओर रिलेंटेड म्यूजिक 😁 और इंटरटेनमेन🤔 की वीडियो देखने को मिलेगा हम उम्मीद करते हैं हमारे यूट्यूब चैनल का वीडियो अपलोगों को देख कर अपलोगो को पसंद आएगा हमारे चैनल को 👉Subscribe👈 करें ताकि हमको मोटिवेट 
UCHms7lGqOxsy6NoRTpljWIg,135.0,,Mayu Dhanakwada,Mayu Dhanakwada ,Mayu Dhanakwada,https://www.youtube.com/channel/UCHms7lGqOxsy6NoRTpljWIg,
UCGI6CCeo10g8op7iEF-UaRQ,88.0,,Tahukar Music,Tahukar Music,Tahukar Music,https://www.youtube.com/channel/UCGI6CCeo10g8op7iEF-UaRQ,"Welcome to the official YouTube channel of Tahukar Music Entertainment Pvt. Ltd. 🎶 Your destination for Gujarati Rap, Desi Hip-Hop, Folk Fusion, and Original Indie Music. We are a passionate music label dedicated to: 🎤 Releasing fresh and o"
UCf0ALhHdASm8jOliYGJ4TTw,4.0,,takhat solanki gujarat,takhat solanki gujarat,takhat solanki gujarat,https://www.youtube.com/channel/UCf0ALhHdASm8jOliYGJ4TTw,
UC_07I4Lm4ZAN5J0d8edhq0Q,165.0,,guddu ki tech,guddu ki tech,guddu ki tech,https://www.youtube.com/channel/UC_07I4Lm4ZAN5J0d8edhq0Q,
UCTvizhKq7cbSNfZCLXehiAA,6540.0,,Nanka Mavi09,Nanka Mavi09,Nanka Mavi09,https://www.youtube.com/channel/UCTvizhKq7cbSNfZCLXehiAA,सिंगर नानकों मावी ऑफिशल भाबरा सुपर गाना टीमली सॉन्ग बेवफा धन्यवाद मेरा फोन नंबर 9098568403✍️
UCbZ51yE1w-6knL7SLiBICjQ,2180.0,,Gochet status,Gochet status,Gochet status,https://www.youtube.com/channel/UCbZ51yE1w-6knL7SLiBICjQ,"𝑾𝒆𝒍𝒄𝒐𝒎𝒆 𝒕𝒐 𝒎𝒚 𝒀𝒐𝒖𝑻𝒖𝒃𝒆 𝒄𝒉𝒂𝒏𝒏𝒆𝒍 ❤ 𝐈 𝐚𝐦 𝐚𝐥𝐢𝐠𝐡𝐭 𝐦𝐨𝐭𝐢𝐨𝐧 𝐞𝐝𝐢𝐭𝐨𝐫 𝐯𝐢𝐝𝐞𝐨𝐬 🦚𝐯𝐢𝐬𝐢𝐭 𝐦𝐲 𝐜𝐡𝐚𝐧𝐧𝐞𝐥 .. 🦚 ❝𝐇𝐞𝐲 𝐠𝐚𝐲𝐬:- 𝐨𝐧𝐥𝐲 𝐠𝐨𝐝 𝐬𝐭𝐚𝐭𝐮𝐬 ❞ 𝑶𝒇𝒇𝒊𝒄𝒊𝒂𝒍 🤠𝑮𝒐𝒄𝒉𝒆𝒕_𝒔𝒕𝒂𝒕𝒖𝒔 🤠 𝒀𝒐𝒖𝑻𝒖𝒃𝒆 𝒄𝒉𝒂𝒏𝒏𝒆𝒍 ❣❣𝐒𝐮𝐩𝐩𝐨𝐫𝐭 𝐦𝐲 𝐜𝐡𝐚𝐧𝐧𝐞𝐥...💯 𝙔𝙤𝙪𝙏𝙪𝙗𝙚 𝙘𝙝𝙖𝙣𝙣𝙚𝙡 - ""𝙂𝙤𝙘𝙝𝙚𝙩_𝙨𝙩𝙖𝙩𝙪𝙨....!!"" 🌟⭐ 𝕋𝕙𝕒𝕟𝕜 𝕪𝕠𝕦 ⭐🌟"
UCn-LSsZniPRe6OO3hKFgGPw,19.0,,R k bedardi 145,R k bedardi 145,R k bedardi 145,https://www.youtube.com/channel/UCn-LSsZniPRe6OO3hKFgGPw,
UCoT6kF5g-GLqfxRpmLffYRw,358.0,,Om study video,Om study video ,Om study video,https://www.youtube.com/channel/UCoT6kF5g-GLqfxRpmLffYRw,"Hello welcome to our channel ""Om study video"" We create study video, Please 🙏 Subscribe my channel and enjoy study video Thanks for watching"
UCSCVe-ApjSNSPGdiVEZLYgA,4440.0,,S A Aghara official,S A Aghara official,S A Aghara official,https://www.youtube.com/channel/UCSCVe-ApjSNSPGdiVEZLYgA,ફરમાઈશ વાળા વિડીયો બનાવવા માટે.9016924737
UCgOfeM0uP-krGIoX08m6iRQ,3200.0,,Vishal  RV Vlog,Vishal  RV Vlog ,Vishal  RV Vlog,https://www.youtube.com/channel/UCgOfeM0uP-krGIoX08m6iRQ,Vishal RV Vlog
UCEkXa5oHtKOWYIDE_McVRcg,89.0,,RAMESH B MARAJ,RAMESH B MARAJ,RAMESH B MARAJ,https://www.youtube.com/channel/UCEkXa5oHtKOWYIDE_McVRcg,‼️જયશ્રી ગણેશાય નમઃ‼️ મિત્રો આપ સૌને આ મારી ચેનલમાં સ્વાગત કરીએ છીએ. અને આપને જણાવવાનું કે અમારી ચેનલ આ ગમે તો video લાઈક શેર અને ચેનલને સબસ્ક્રાઇબ કરી લેજો.👍 જેથી કરીને અમારા તમામ વિડીયો તમારી પાસે પહોંચે એવી આપ સૌને નમ્ર વિનંતી. તમારી કોઈ
UCii1_QoKEt2UZ1VjGr7l6kw,68700.0,,Bengalivloggersuchi,Bengalivloggersuchi,Bengalivloggersuchi,https://www.youtube.com/channel/UCii1_QoKEt2UZ1VjGr7l6kw,
UCbzDUO5FQx9657vhYB7JbxQ,15000.0,,Sanjay balok,Sanjay balok,Sanjay balok,https://www.youtube.com/channel/UCbzDUO5FQx9657vhYB7JbxQ,Sanjay balok
UCCZuHDmAMKPonupwMgpXvdw,1040.0,,SR VS Meena,SR VS Meena,SR VS Meena,https://www.youtube.com/channel/UCCZuHDmAMKPonupwMgpXvdw,SR Vs Meena
UCNtU2e64Zm0KNDEnhE08DZA,84.0,,gujarati king,gujarati king,gujarati king,https://www.youtube.com/channel/UCNtU2e64Zm0KNDEnhE08DZA,
UCDhi1d0LLHU_jLOmCgu-gSg,2310.0,,Jayudiii_009,Jayudiii_009,Jayudiii_009,https://www.youtube.com/channel/UCDhi1d0LLHU_jLOmCgu-gSg,🤕ચેનલ_પર_આવ્યા_છો_તો ભાઈ _ચેનલ_ને_ સસ્ક્રાઇબ_લાઈક_કરતા_જજો_પ્લીઝ_🙏👍
UCKHiI-v2AUpSy9OyKRzGYeA,11.0,,San jose to channel,San jose to channel,San jose to channel,https://www.youtube.com/channel/UCKHiI-v2AUpSy9OyKRzGYeA,Sanjay malik i took channel
UCuNq0rV5v5NVukIXEMjeWjA,32.0,,Teju Chauhan,Teju Chauhan,Teju Chauhan,https://www.youtube.com/channel/UCuNq0rV5v5NVukIXEMjeWjA,Mahadev ka deewana 🙏🙏 trending video 💯🎶 lover song 💕💓 comedy video 😀😃 Chauhan ji 🙏🙏💯 Jay Shri Krishna 👑🙏 Radhe Radhe trending star star ✨🌟✨ cricketer lovers 💞💞✨⭐❤️❤️🔥 💓💕❤️⭐⭐💞💞😭😭 pyar mein pagal Ham Banihttps://www.youtube.com/@TejuChauhan-b
UC-s-riLDNQQqoBGu0qNSYfw,589.0,,LEARN MORE..,LEARN MORE..,LEARN MORE..,https://www.youtube.com/channel/UC-s-riLDNQQqoBGu0qNSYfw,ALL TYPE OF INFORMATION IS HERE ON CHANNEL IN ગુજરાતી PLZ... SUBSCRIBE @https://t.me/learnmorechemistry
UCunHVrHtNhURaFcSpB4evMA,112.0,,bigfrendgujarati,bigfrendgujarati,bigfrendgujarati,https://www.youtube.com/channel/UCunHVrHtNhURaFcSpB4evMA,my song love 💙
UCos-HIufISxADuNc6EOb-7Q,39600.0,,Taste Ka Teer,Taste Ka Teer,Taste Ka Teer,https://www.youtube.com/channel/UCos-HIufISxADuNc6EOb-7Q,"Business Enquiry Email : makiduniyabusinessenquiry@gmail.com Taste Ka Teer Your one Stop Destination for Ganpati darshan, Ganpati Visarjan, Food, Recipes and a lot of Fun content. I have started this channel as my passion and want to entert"
UCEPDqQwnj8wrQkOzgZoeDvQ,67.0,,Vlogger Banda 7,Vlogger Banda 7,Vlogger Banda 7,https://www.youtube.com/channel/UCEPDqQwnj8wrQkOzgZoeDvQ,
UCBVHjvvXuzDl8iS6D5USp_g,27600.0,,Drona Education Foundation,Drona Education Foundation,Drona Education Foundation,https://www.youtube.com/channel/UCBVHjvvXuzDl8iS6D5USp_g,"We are the 𝐃𝐫𝐨𝐧𝐚 𝐄𝐝𝐮𝐜𝐚𝐭𝐢𝐨𝐧 𝐅𝐨𝐮𝐧𝐝𝐚𝐭𝐢𝐨𝐧. Established in 2015, we are a leading institution of Gujarat in providing vocational higher education. Our main focus so far has been on promoting and delivering B.Voc (Bachelor of Vocation) degrees am"
UCGURiB__rhH4k0RwpsXXFEA,5.0,,DJ King OF Dinesh,DJ King OF Dinesh,DJ King OF Dinesh,https://www.youtube.com/channel/UCGURiB__rhH4k0RwpsXXFEA,
UCWV2mPsJ7ThriOn73eTF32A,857.0,,MR. XTRA GPSC,MR. XTRA GPSC ,MR. XTRA GPSC,https://www.youtube.com/channel/UCWV2mPsJ7ThriOn73eTF32A,"GOVERNMENT EXAM RELATED CONTENT , Update, Test, News and many more..💯✅♻️🚨 વિદ્યાર્થી મિત્રો!!! વિવિધ પરીક્ષાલક્ષી #HAND WRITTEN NOTES, #CURRENT AFFAIRS, #MCQ, #TEST SERIES, #PREVIOUS YEAR PEPARS વગેરે મેળવવા અમારી સાથે જોડાવો. 👉. All THE BE"
UC7ncxQ5mj1PlXucfO2OUNFA,295.0,,Krishna Study Point,Krishna Study Point,Krishna Study Point,https://www.youtube.com/channel/UC7ncxQ5mj1PlXucfO2OUNFA,"Welcome to my channel...👇 || Krishna Study Point || Hey learners!! 📚 This channel is made just for you – covering everything from Commerce subjects, Computer basics, and important Math concepts to General Awareness topics. Whether you're pr"
UCxMHaHGgiuKNpkCiLwOznoA,54400.0,,Masti Reaction😎,Masti Reaction😎,Masti Reaction😎,https://www.youtube.com/channel/UCxMHaHGgiuKNpkCiLwOznoA,"સ્વાગત છે તમારું Gujarat ના સૌ પ્રથમ મસ્તીભર્યા Song Reaction Shorts ચેનલ પર – જ્યાં ગુજરાતી, ગીત પર આવે છે ધમાકેદાર રિએકશન અને મસ્ત મસ્ત મોજ! તમને ગુજરાતી, હિંદી કે ટ્રેન્ડિંગ ગીતો ગમે? તો તમે આવી ગયા છો બિલકુલ સાચા ચેનલ પર! અમે લાવીએ છીએ "
UC0811FGO_5_nUjZj5uh-hng,11800.0,,DBSpeaks,DBSpeaks,DBSpeaks,https://www.youtube.com/channel/UC0811FGO_5_nUjZj5uh-hng,"DBSpeaks YouTube Channel is a Multi-Information Channel. Our aim is to provide information to our subscribers with historical information, discussions, information about tourist destinations, podcasts, and stories through various mediums. T"
UC7zDsMpjD7LrDvjuuxaSWUA,23.0,,Max Video,Max Video,Max Video,https://www.youtube.com/channel/UC7zDsMpjD7LrDvjuuxaSWUA,
